150001,3.59982e+07
150002,3.80899e+07
150003,3.62463e+07
150004,3.82161e+07
150005,3.81504e+07
150006,3.59997e+07
150007,4.12962e+07
150008,3.85579e+07
150009,3.6002e+07
150010,3.20011e+07
150011,3.6127e+07
150012,3.81656e+07
150013,3.40631e+07
150014,4.00009e+07
150015,3.60028e+07
150016,3.99996e+07
150017,3.60018e+07
150018,3.60014e+07
150019,3.41327e+07
150020,3.2e+07
150021,3.59988e+07
150022,3.59997e+07
150023,3.38829e+07
150024,3.6625e+07
150025,3.40921e+07
150026,3.41468e+07
150027,3.60002e+07
150028,3.60012e+07
150029,3.22757e+07
150030,3.62711e+07
150031,4.06153e+07
150032,3.61256e+07
150033,3.81368e+07
150034,3.19986e+07
150035,3.60007e+07
150036,3.60012e+07
150037,3.99993e+07
150038,3.59981e+07
150039,3.60011e+07
150040,3.99993e+07
150041,4.00002e+07
150042,3.20003e+07
150043,3.59996e+07
150044,4.00002e+07
150045,3.60003e+07
150046,3.80958e+07
150047,3.77892e+07
150048,3.81479e+07
150049,3.60002e+07
150050,3.6e+07
150051,4.01016e+07
150052,3.41093e+07
150053,4.06536e+07
150054,3.02627e+07
150055,3.6294e+07
150056,3.60003e+07
150057,3.9999e+07
150058,3.60008e+07
150059,3.81091e+07
150060,3.41321e+07
150061,3.19993e+07
150062,3.41862e+07
150063,3.60002e+07
150064,3.59988e+07
150065,3.19995e+07
150066,3.60014e+07
150067,3.99998e+07
150068,3.19986e+07
150069,3.20017e+07
150070,4.00959e+07
150071,3.41285e+07
150072,3.62528e+07
150073,3.62687e+07
150074,3.66476e+07
150075,3.80957e+07
150076,3.36516e+07
150077,3.41435e+07
150078,3.59997e+07
150079,2.80006e+07
150080,4.00009e+07
150081,4.00657e+07
150082,3.42196e+07
150083,4.00004e+07
150084,3.60019e+07
150085,3.20002e+07
150086,4.00009e+07
150087,3.62558e+07
150088,3.62325e+07
150089,3.20001e+07
150090,3.99992e+07
150091,3.60006e+07
150092,3.2e+07
150093,3.19998e+07
150094,3.60006e+07
150095,3.60044e+07
150096,3.22478e+07
150097,4.00015e+07
150098,3.20013e+07
150099,3.99979e+07
150100,3.60002e+07
150101,4.00001e+07
150102,3.59997e+07
150103,3.80856e+07
150104,3.22384e+07
150105,3.62698e+07
150106,3.80877e+07
150107,3.22159e+07
150108,3.80855e+07
150109,4.0207e+07
150110,3.62278e+07
150111,3.6139e+07
150112,3.8112e+07
150113,3.62301e+07
150114,3.82299e+07
150115,3.51651e+07
150116,3.40896e+07
150117,3.77089e+07
150118,4.21885e+07
150119,3.59977e+07
150120,4.0001e+07
150121,4.00001e+07
150122,3.99999e+07
150123,3.6001e+07
150124,3.37085e+07
150125,3.62662e+07
150126,3.59996e+07
150127,3.60014e+07
150128,3.59999e+07
150129,3.99999e+07
150130,3.60003e+07
150131,3.81124e+07
150132,3.62456e+07
150133,3.62536e+07
150134,3.41441e+07
150135,4.02303e+07
150136,3.42595e+07
150137,4.06623e+07
150138,3.4099e+07
150139,3.2262e+07
150140,4.02198e+07
150141,3.62464e+07
150142,3.41302e+07
150143,3.4184e+07
150144,3.81225e+07
150145,3.61752e+07
150146,3.60002e+07
150147,4.00004e+07
150148,3.59999e+07
150149,3.59997e+07
150150,3.59992e+07
150151,3.59969e+07
150152,3.19987e+07
150153,4.00009e+07
150154,3.59995e+07
150155,3.60006e+07
150156,3.59975e+07
150157,3.80959e+07
150158,3.42471e+07
150159,3.40887e+07
150160,3.99989e+07
150161,3.59964e+07
150162,4.00006e+07
150163,3.60003e+07
150164,3.59987e+07
150165,4e+07
150166,3.20005e+07
150167,3.85145e+07
150168,3.59982e+07
150169,3.60002e+07
150170,3.41068e+07
150171,3.80957e+07
150172,3.2e+07
150173,3.59997e+07
150174,3.0824e+07
150175,3.99992e+07
150176,3.59985e+07
150177,3.60003e+07
150178,3.19988e+07
150179,3.2e+07
150180,3.60013e+07
150181,3.41553e+07
150182,3.62287e+07
150183,3.59999e+07
150184,3.60016e+07
150185,3.59987e+07
150186,3.20001e+07
150187,3.9998e+07
150188,4.00002e+07
150189,4.00004e+07
150190,3.41045e+07
150191,3.66633e+07
150192,3.81343e+07
150193,3.6249e+07
150194,3.80842e+07
150195,4.00017e+07
