0,1886
1,2444
2,1467
3,1397
4,1886
5,1885
6,1886
7,1955
8,1955
9,1885
10,1886
11,1886
12,2375
13,1466
14,1885
15,1397
16,1886
17,1466
18,1885
19,2374
20,1886
21,1396
22,1397
23,1885
24,1886
25,2305
26,4400
27,2445
28,1466
29,1466
30,1956
31,1467
32,1886
33,1956
34,1886
35,908
36,2375
37,2374
38,4400
39,4260
40,4750
41,5308
42,5308
43,4330
44,6146
45,4679
46,6076
47,4749
48,3353
49,5169
50,5168
51,3352
52,2933
53,3841
54,3422
55,5308
56,5308
57,3841
58,5169
59,3422
60,6635
61,5657
62,4261
63,5169
64,5168
65,4750
66,4330
67,4400
68,6216
69,6215
70,6634
71,6635
72,5588
73,5587
74,25702
75,7194
76,7543
77,6147
78,7124
79,6635
80,7543
81,7613
82,8102
83,8870
84,10825
85,10127
86,8521
87,11314
88,10337
89,9638
90,11454
91,10895
92,13200
93,11524
94,10476
95,15714
96,11524
97,11105
98,13829
99,12292
100,12362
101,12991
102,14038
103,13270
104,14667
105,13409
106,31499
107,16832
108,10965
109,11035
110,10615
111,9429
112,11454
113,12711
114,11524
115,12083
116,10546
117,11873
118,12572
119,11454
120,12781
121,12781
122,13270
123,12711
124,12292
125,12991
126,14318
127,13619
128,12921
129,14457
130,13270
131,14038
132,13898
133,22070
134,24374
135,20953
136,23816
137,23746
138,26190
139,27587
140,23676
141,21930
142,22839
143,22000
144,23816
145,24025
146,25562
147,48540
148,57270
149,67747
150,55245
151,49098
152,30521
153,56293
154,58597
155,44629
156,41975
157,43162
158,40997
159,43860
160,37644
161,20394
162,19975
163,21721
164,21441
165,21442
166,21162
167,21023
168,21581
169,23467
170,21651
171,24724
172,25771
173,41347
174,22978
175,24304
176,23956
177,40089
178,31499
179,42255
180,39530
181,32896
182,31010
183,24724
184,34083
185,22978
186,23676
187,28635
188,36666
189,38763
190,24235
191,27029
192,26749
193,25212
194,24794
195,38134
196,35899
197,29054
198,27588
199,26680
200,26749
201,45607
202,36178
203,43442
204,40927
205,41346
206,39740
207,46514
208,26819
209,28635
210,47074
211,30870
212,32406
213,28705
214,30032
215,44699
216,52032
217,40508
218,42813
219,40368
220,42673
221,30940
222,28635
223,31010
224,43860
225,39670
226,38483
227,47633
228,43302
229,39740
230,94426
231,61251
232,70051
233,58947
234,62019
235,60622
236,63696
237,65791
238,65790
239,75499
240,70960
241,78153
242,91353
243,58877
244,62438
245,60134
246,67677
247,64813
248,57899
249,64394
250,48610
251,61530
252,61321
253,81995
254,80179
255,79061
256,81296
257,77244
258,77105
259,80946
260,83461
261,81575
262,74521
263,81156
264,88280
265,58109
266,64674
267,61880
268,79270
269,79200
270,63486
271,37644
272,37575
273,38763
274,40858
